0.0	0.0	0.0	0.0	2.0
2.0	0.0075797791272341425	0.051827457206441094	0.03664754644233009	2.0
4.0	0.00792213764878591	0.0480260476919576	0.03395954399657176	2.0
6.0	0.007467902830187206	0.04050810976321713	0.028643559106619823	2.0
8.0	0.008666832999864756	0.05024004152608029	0.03552507405018512	2.0
10.0	0.008134585605501055	0.03981253858523756	0.028151716009872554	2.0
12.0	0.008571454002456633	0.04539701225396316	0.03210053521038614	2.0
14.0	0.009007274056706588	0.04141044451983694	0.029281606131926003	2.0
16.0	0.00945223351313895	0.03995200110896756	0.028250330906123427	2.0
18.0	0.009490926883330189	0.03875555375966838	0.027404314872101307	2.0
20.0	0.010455702250336594	0.04456873951880319	0.0315148579426826	2.0
22.0	0.010570885294414531	0.04212881695359259	0.02978957215125211	2.0
24.0	0.010775872302234597	0.04196297864437443	0.02967230675822343	2.0
26.0	0.01161144233469544	0.04619901216169306	0.03266763478365294	2.0
28.0	0.012040489147469434	0.04638960072341912	0.03280240124806603	2.0
30.0	0.012711340230695993	0.046828676214258846	0.03311287450509161	2.0
32.0	0.013795012555759243	0.04710593409023295	0.033308925429330276	2.0
34.0	0.015330169515188606	0.05554979279956979	0.039279635182083446	2.0
36.0	0.015432243479608159	0.050224211256036155	0.035513880358888895	2.0
38.0	0.01612231122029372	0.05655236592992545	0.03998856144119336	2.0
40.0	0.01680265230345299	0.05476190116707721	0.0387225116659078	2.0
42.0	0.017953449119372623	0.05884901861279975	0.041612540127284055	2.0
44.0	0.018001815433850033	0.0523565607588115	0.037021679152161105	2.0
46.0	0.019613717432217802	0.06160963515559769	0.04356459080495224	2.0
48.0	0.020152184257008206	0.056728476961679423	0.04011309074598835	2.0
50.0	0.02175694299530416	0.06345073674094151	0.04486644622080216	2.0
52.0	0.022928386197984013	0.06500746600650985	0.04596722004095708	2.0
54.0	0.024523704475162954	0.06467137230870106	0.045729565908122424	2.0
56.0	0.026039856869573327	0.06340575018908816	0.044834635924924454	2.0
58.0	0.027257587487861504	0.06646336648694223	0.04699669714340357	2.0
